transaction_id,date,product_name,category,quantity,unit_price,cost_price,discount_percent,region,payment_method
TXN-1451,2026-08-05,Water Bottle 1L,Home & Kitchen,1,2679.7,1648.73,0,West,UPI
TXN-1462,2026-08-05,Resistance Bands,Sports & Fitness,1,2736.69,1564.32,15,West,UPI
TXN-1485,2026-08-05,Wireless Earbuds,Electronics,3,1609.62,1061.29,20,North,UPI
TXN-1498,2026-08-06,Polo T-Shirt,Clothing,1,1036.75,680.62,0,West,UPI
TXN-1523,2026-08-06,Track Pants,Clothing,5,2429.21,1548.07,5,North,Cash
TXN-1559,2026-08-06,Cushion Covers,Home & Kitchen,2,394.27,218.77,0,North,Credit Card
TXN-1496,2026-08-06,Planner 2024,Books & Stationery,1,615.57,373.73,5,North,UPI
TXN-1551,2026-08-06,Wall Clock,Home & Kitchen,2,1867.77,976.93,5,South,Cash
TXN-1472,2026-08-06,Wireless Earbuds,Electronics,1,9405.03,7098.16,0,East,UPI
TXN-1464,2026-08-06,Gaming Mouse,Electronics,2,11521.6,8497.74,0,North,Debit Card
TXN-1565,2026-08-06,LED Desk Lamp,Home & Kitchen,1,1378.64,740.25,0,West,Debit Card
TXN-1595,2026-08-07,Wireless Earbuds,Electronics,1,11630.18,8705.92,20,West,UPI
TXN-1499,2026-08-07,Non-Stick Pan,Home & Kitchen,1,1411.89,845.94,15,South,UPI
TXN-1577,2026-08-07,Power Bank 20000mAh,Electronics,1,1275.09,1132.17,0,East,Net Banking
TXN-1547,2026-08-08,Yoga Mat,Sports & Fitness,3,3662.82,2958.59,0,North,Debit Card
TXN-1553,2026-08-08,Mechanical Keyboard,Electronics,2,11846.64,8361.42,5,South,Credit Card
TXN-1592,2026-08-08,Bluetooth Speaker,Electronics,2,15247.37,11452.95,5,West,UPI
TXN-1622,2026-08-08,Dumbbells 5kg,Sports & Fitness,2,2941.91,2283.95,15,North,UPI
TXN-1539,2026-08-08,Face Mask Pack,Beauty & Personal Care,1,705.06,309.35,5,North,UPI
TXN-1506,2026-08-08,Gaming Mouse,Electronics,2,8359.19,7356.17,0,West,Cash
TXN-1455,2026-08-08,Moisturizer,Beauty & Personal Care,1,648.58,414.65,0,East,Net Banking
TXN-1459,2026-08-08,Sports Shoes,Sports & Fitness,1,1519.19,1226.67,0,South,Credit Card
TXN-1467,2026-08-08,Power Bank 20000mAh,Electronics,1,15898.47,11712.86,0,South,Debit Card
TXN-1596,2026-08-09,Phone Stand,Electronics,1,2186.01,1753.53,0,North,Debit Card
TXN-1537,2026-08-09,Resistance Bands,Sports & Fitness,1,2911.59,1843.35,0,South,Credit Card
TXN-1528,2026-08-09,Track Pants,Clothing,3,2506.61,1396.48,0,South,UPI
TXN-1484,2026-08-09,Cotton T-Shirt,Clothing,2,2950.6,1395.2,15,South,Credit Card
TXN-1623,2026-08-09,Non-Stick Pan,Home & Kitchen,4,753.39,400.76,10,South,Credit Card
TXN-1615,2026-08-09,Phone Stand,Electronics,1,15372.56,10563.82,0,North,Credit Card
TXN-1585,2026-08-10,Cricket Bat,Sports & Fitness,5,2791.32,2025.71,5,East,Credit Card
TXN-1582,2026-08-10,Cushion Covers,Home & Kitchen,4,555.89,291.19,0,West,Credit Card
TXN-1477,2026-08-10,LED Desk Lamp,Home & Kitchen,2,2092.23,1382.85,0,North,Cash
TXN-1572,2026-08-10,Sunscreen SPF50,Beauty & Personal Care,1,1210.52,470.24,25,South,Cash
TXN-1531,2026-08-11,Notebook Set,Books & Stationery,1,494.71,467.28,0,North,Credit Card
TXN-1449,2026-08-11,Formal Shirt,Clothing,2,1888.92,1098.95,5,West,Debit Card
TXN-1505,2026-08-11,Bedsheet Set,Home & Kitchen,1,2479.68,1408.23,0,South,Debit Card
TXN-1621,2026-08-11,Mechanical Keyboard,Electronics,2,7445.9,5378.42,0,South,Credit Card
TXN-1458,2026-08-12,Bluetooth Speaker,Electronics,2,5674.62,4627.47,0,South,UPI
TXN-1454,2026-08-12,Power Bank 20000mAh,Electronics,3,8671.19,6328.37,20,North,UPI
TXN-1571,2026-08-12,Track Pants,Clothing,1,3146.52,2103.62,15,North,Cash
TXN-1538,2026-08-12,Smart Watch,Electronics,1,8248.81,7524.63,0,North,UPI
TXN-1540,2026-08-12,USB-C Hub,Electronics,2,3316.42,2868.37,20,North,UPI
TXN-1543,2026-08-12,Bluetooth Speaker,Electronics,1,2231.99,1702.17,0,East,UPI
TXN-1611,2026-08-12,Phone Stand,Electronics,1,7380.67,5501.67,0,West,UPI
TXN-1554,2026-08-12,Sports Shoes,Sports & Fitness,2,2214.37,1474.8,0,North,UPI
TXN-1465,2026-08-12,LED Desk Lamp,Home & Kitchen,4,2162.69,1566.27,0,South,Cash
TXN-1509,2026-08-12,Face Mask Pack,Beauty & Personal Care,4,501.09,231.02,5,North,Credit Card
TXN-1575,2026-08-12,Bedsheet Set,Home & Kitchen,1,452.14,322.93,5,North,UPI
TXN-1522,2026-08-12,Water Bottle 1L,Home & Kitchen,1,2977.47,1796.37,10,East,UPI
TXN-1544,2026-08-13,Lip Balm Set,Beauty & Personal Care,2,480.87,213.94,0,North,Credit Card
TXN-1584,2026-08-13,Chopping Board,Home & Kitchen,2,747.43,471.13,10,North,UPI
TXN-1590,2026-08-13,Winter Jacket,Clothing,1,1161.89,670.15,0,North,Net Banking
TXN-1594,2026-08-13,Gaming Mouse,Electronics,5,12277.85,10584.42,0,North,UPI
TXN-1452,2026-08-13,Lip Balm Set,Beauty & Personal Care,1,1075.44,633.07,0,West,UPI
TXN-1562,2026-08-13,Kurta Set,Clothing,1,471.86,300.74,0,North,Debit Card
TXN-1599,2026-08-13,Highlighter Set,Books & Stationery,1,381.7,265.55,0,North,Credit Card
TXN-1602,2026-08-13,Gym Gloves,Sports & Fitness,1,3045.91,2092.4,0,South,Net Banking
TXN-1626,2026-08-13,Mechanical Keyboard,Electronics,1,12822.65,9749.49,0,South,Credit Card
TXN-1526,2026-08-13,Mechanical Keyboard,Electronics,1,5828.18,3859.68,5,South,UPI
TXN-1525,2026-08-13,Non-Stick Pan,Home & Kitchen,2,398.98,218.38,0,East,UPI
TXN-1624,2026-08-13,Beard Oil,Beauty & Personal Care,5,223.71,93.19,15,South,UPI
TXN-1515,2026-08-13,Denim Jeans,Clothing,1,1341.09,899.11,0,North,UPI
TXN-1593,2026-08-14,Smart Watch,Electronics,1,2304.1,1648.17,0,South,UPI
TXN-1579,2026-08-14,Smart Watch,Electronics,4,15558.28,10602.74,0,North,Debit Card
TXN-1490,2026-08-14,Planner 2024,Books & Stationery,1,357.06,380.71,5,West,UPI
TXN-1517,2026-08-14,Face Mask Pack,Beauty & Personal Care,1,904.67,519.82,10,North,UPI
TXN-1488,2026-08-15,Denim Jeans,Clothing,1,414.41,226.53,0,North,UPI
TXN-1619,2026-08-15,Linen Shirt,Clothing,1,2001.08,1372.67,15,North,Debit Card
TXN-1480,2026-08-15,Winter Jacket,Clothing,1,826.89,453.12,0,South,Cash
TXN-1552,2026-08-15,Linen Shirt,Clothing,1,1999.74,1442.95,0,North,UPI
TXN-1460,2026-08-15,Self-Help Book,Books & Stationery,4,239.18,170.45,0,West,UPI
TXN-1605,2026-08-15,Sketch Pad,Books & Stationery,4,778.31,764.44,20,South,UPI
TXN-1613,2026-08-15,Football,Sports & Fitness,3,4956.21,3571.3,15,North,UPI
TXN-1612,2026-08-16,Wireless Earbuds,Electronics,1,6858.24,5681.52,5,East,Credit Card
TXN-1457,2026-08-16,Wireless Earbuds,Electronics,1,3781.48,2919.33,15,East,Credit Card
TXN-1597,2026-08-17,Cricket Bat,Sports & Fitness,1,3342.19,2797.35,5,South,UPI
TXN-1574,2026-08-17,Hoodie,Clothing,1,1640.22,1224.33,0,South,Cash
TXN-1625,2026-08-17,Denim Jeans,Clothing,4,2466.61,1519.14,15,North,Debit Card
TXN-1600,2026-08-17,Power Bank 20000mAh,Electronics,2,11845.46,7877.59,10,West,Cash
TXN-1618,2026-08-17,Self-Help Book,Books & Stationery,1,538.42,591.9,0,South,Cash
TXN-1530,2026-08-17,Dumbbells 5kg,Sports & Fitness,3,3963.57,2576.08,0,East,UPI
TXN-1508,2026-08-17,Bluetooth Speaker,Electronics,1,9526.26,7476.17,0,North,Cash
TXN-1486,2026-08-17,Football,Sports & Fitness,2,2611.32,2082.04,25,North,Cash
TXN-1479,2026-08-17,Sports Shoes,Sports & Fitness,1,2473.16,1621.03,0,East,Debit Card
TXN-1557,2026-08-17,Cricket Bat,Sports & Fitness,1,4922.29,3512.19,0,North,Debit Card
TXN-1542,2026-08-17,Lip Balm Set,Beauty & Personal Care,1,1033.28,562.06,15,North,Credit Card
TXN-1570,2026-08-18,Bedsheet Set,Home & Kitchen,1,709.26,359.21,0,West,Credit Card
TXN-1500,2026-08-18,Cricket Bat,Sports & Fitness,1,258.46,188.72,20,South,Net Banking
TXN-1609,2026-08-18,Resistance Bands,Sports & Fitness,1,3854.4,2471.17,0,West,Credit Card
TXN-1512,2026-08-18,Denim Jeans,Clothing,3,952.51,714.01,10,South,Net Banking
TXN-1471,2026-08-18,Non-Stick Pan,Home & Kitchen,1,2094.56,1655.3,5,North,Cash
TXN-1608,2026-08-18,Sunscreen SPF50,Beauty & Personal Care,2,441.43,178.54,0,South,UPI
TXN-1555,2026-08-18,Mechanical Keyboard,Electronics,2,9715.16,7329.89,0,North,Debit Card
TXN-1546,2026-08-19,Skipping Rope,Sports & Fitness,2,3151.35,2536.09,20,East,UPI
TXN-1548,2026-08-19,Winter Jacket,Clothing,1,2450.86,1433.44,0,North,Credit Card
TXN-1617,2026-08-19,Hoodie,Clothing,3,2127.31,984.8,0,East,Credit Card
TXN-1529,2026-08-19,Pen Set Premium,Books & Stationery,2,523.8,397.31,15,East,UPI
TXN-1487,2026-08-19,Chopping Board,Home & Kitchen,1,2383.77,1393.36,5,West,Debit Card
TXN-1587,2026-08-20,Wall Clock,Home & Kitchen,2,520.88,410.08,0,East,Credit Card
TXN-1561,2026-08-20,Kurta Set,Clothing,1,1988.32,1403.65,0,West,Net Banking
TXN-1521,2026-08-20,Bedsheet Set,Home & Kitchen,2,425.37,311.42,10,East,UPI
TXN-1581,2026-08-20,Cargo Pants,Clothing,3,636.68,409.6,0,North,Net Banking
TXN-1541,2026-08-20,Denim Jeans,Clothing,1,1123.1,594.35,0,South,Debit Card
TXN-1524,2026-08-21,Track Pants,Clothing,2,887.83,528.35,0,North,Cash
TXN-1591,2026-08-21,Denim Jeans,Clothing,1,2795.76,2023.34,0,South,Cash
TXN-1536,2026-08-21,Cargo Pants,Clothing,1,2587.98,1175.18,15,North,Debit Card
TXN-1483,2026-08-21,Dumbbells 5kg,Sports & Fitness,2,2080.39,1447.91,5,West,Credit Card
TXN-1466,2026-08-21,Water Bottle 1L,Home & Kitchen,1,2411.28,1384.72,0,South,Cash
TXN-1610,2026-08-21,Power Bank 20000mAh,Electronics,1,9468.72,8070.78,15,South,Cash
TXN-1473,2026-08-21,Sports Shoes,Sports & Fitness,3,1094.25,871.94,10,North,UPI
TXN-1564,2026-08-21,Moisturizer,Beauty & Personal Care,1,351.01,190.46,20,South,Credit Card
TXN-1474,2026-08-21,Bluetooth Speaker,Electronics,2,5386.04,3722.6,0,West,Net Banking
TXN-1527,2026-08-22,Storage Container Set,Home & Kitchen,1,950.89,735.25,0,East,UPI
TXN-1519,2026-08-22,Non-Stick Pan,Home & Kitchen,3,832.44,615.52,5,South,UPI
TXN-1604,2026-08-22,Formal Shirt,Clothing,1,1698.52,1122.4,0,South,Cash
TXN-1504,2026-08-22,USB-C Hub,Electronics,2,1775.38,1540.33,15,South,Net Banking
TXN-1607,2026-08-22,Cushion Covers,Home & Kitchen,1,1091.63,709.28,0,West,UPI
TXN-1532,2026-08-22,Track Pants,Clothing,1,896.07,649.08,15,North,UPI
TXN-1589,2026-08-22,Highlighter Set,Books & Stationery,1,219.43,140.1,0,North,Credit Card
TXN-1461,2026-08-22,Highlighter Set,Books & Stationery,4,797.93,755.11,0,West,Debit Card
TXN-1501,2026-08-23,Gaming Mouse,Electronics,1,10549.2,9510.9,5,West,UPI
TXN-1470,2026-08-23,Denim Jeans,Clothing,1,610.62,381.41,0,West,UPI
TXN-1463,2026-08-23,Highlighter Set,Books & Stationery,1,807.74,546.19,5,West,UPI
TXN-1453,2026-08-24,Gaming Mouse,Electronics,2,9821.92,7662.47,10,North,Credit Card
TXN-1491,2026-08-24,Pen Set Premium,Books & Stationery,2,847.78,892.26,0,North,UPI
TXN-1476,2026-08-24,Moisturizer,Beauty & Personal Care,1,620.14,335.59,25,South,UPI
TXN-1450,2026-08-24,Winter Jacket,Clothing,2,3366.68,1519.5,0,North,Net Banking
TXN-1482,2026-08-24,Yoga Mat,Sports & Fitness,1,1527.26,1250.36,0,West,Debit Card
TXN-1569,2026-08-24,Face Wash,Beauty & Personal Care,1,302.82,203.08,0,North,UPI
TXN-1603,2026-08-24,Phone Stand,Electronics,1,11329.69,8795.55,0,West,UPI
TXN-1475,2026-08-24,Skipping Rope,Sports & Fitness,5,1483.06,895.74,0,East,Credit Card
TXN-1601,2026-08-24,Cotton T-Shirt,Clothing,1,1486.01,1006.86,0,North,Debit Card
TXN-1495,2026-08-24,Dumbbells 5kg,Sports & Fitness,2,573.55,335.29,5,South,Credit Card
TXN-1489,2026-08-25,LED Desk Lamp,Home & Kitchen,1,1291.83,853.01,0,North,Debit Card
TXN-1497,2026-08-26,Phone Stand,Electronics,1,7036.13,4595.54,0,East,Credit Card
TXN-1627,2026-08-26,Polo T-Shirt,Clothing,2,908.22,450.66,0,North,UPI
TXN-1494,2026-08-26,Cotton T-Shirt,Clothing,2,921.67,472.46,5,North,Net Banking
TXN-1533,2026-08-26,Gaming Mouse,Electronics,1,8912.3,6594.34,0,East,Credit Card
TXN-1583,2026-08-26,Mechanical Keyboard,Electronics,2,10160.75,7181.51,0,West,Cash
TXN-1628,2026-08-27,Chopping Board,Home & Kitchen,1,888.74,496.1,10,East,UPI
TXN-1468,2026-08-27,Yoga Mat,Sports & Fitness,1,2645.76,1928.56,0,South,Net Banking
TXN-1503,2026-08-27,Shampoo 500ml,Beauty & Personal Care,2,1462.93,844.84,20,North,Debit Card
TXN-1566,2026-08-27,Winter Jacket,Clothing,5,3037.21,1429.06,10,South,Cash
TXN-1616,2026-08-27,Hair Serum,Beauty & Personal Care,1,877.33,401.97,15,South,Credit Card
TXN-1535,2026-08-27,Face Mask Pack,Beauty & Personal Care,4,864.95,424.18,10,North,UPI
TXN-1629,2026-08-28,Phone Stand,Electronics,1,2006.97,1578.68,15,North,Debit Card
TXN-1513,2026-08-28,Cargo Pants,Clothing,1,2462.59,1651.1,0,East,UPI
TXN-1563,2026-08-28,Hoodie,Clothing,1,2434.53,1154.81,0,South,UPI
TXN-1545,2026-08-28,Hair Serum,Beauty & Personal Care,1,382.45,176.32,5,West,Credit Card
TXN-1778,2026-09-01,Smart Watch,Electronics,3,6064.27,4974.4,0,North,Cash
TXN-1797,2026-09-01,Yoga Mat,Sports & Fitness,3,2501.56,1481.74,20,South,UPI
TXN-1676,2026-09-01,Mechanical Keyboard,Electronics,3,6707.21,5208.75,0,West,Net Banking
TXN-1666,2026-09-01,Gaming Mouse,Electronics,1,808.72,642.12,15,North,Cash
TXN-1826,2026-09-01,Yoga Mat,Sports & Fitness,2,3591.1,2844.78,0,West,UPI
TXN-1828,2026-09-01,Resistance Bands,Sports & Fitness,1,3122.59,1897.93,0,West,Net Banking
TXN-1785,2026-09-01,Water Bottle 1L,Home & Kitchen,1,1363.1,733.68,0,South,Credit Card
TXN-1641,2026-09-01,Face Mask Pack,Beauty & Personal Care,3,195.35,69.56,5,West,Credit Card
TXN-1736,2026-09-01,Face Mask Pack,Beauty & Personal Care,2,186.76,105.51,15,North,UPI
TXN-1631,2026-09-01,Phone Stand,Electronics,2,7041.28,5946.3,5,North,UPI
TXN-1639,2026-09-02,Cricket Bat,Sports & Fitness,1,1864.44,1468.22,0,South,UPI
TXN-1715,2026-09-02,Dumbbells 5kg,Sports & Fitness,4,2720.25,1739.37,0,East,Debit Card
TXN-1771,2026-09-02,Polo T-Shirt,Clothing,2,591.11,360.29,0,South,Debit Card
TXN-1696,2026-09-02,Yoga Mat,Sports & Fitness,2,1571.45,903.32,0,North,UPI
TXN-1679,2026-09-02,Planner 2024,Books & Stationery,2,258.57,250.49,25,West,UPI
TXN-1803,2026-09-02,Gaming Mouse,Electronics,1,8169.05,5551.39,20,South,Cash
TXN-1813,2026-09-02,Cushion Covers,Home & Kitchen,2,957.31,609.64,5,West,UPI
TXN-1661,2026-09-02,Hoodie,Clothing,2,2395.22,1356.04,5,East,Net Banking
TXN-1653,2026-09-02,Bluetooth Speaker,Electronics,1,15522.68,11463.81,0,East,Net Banking
TXN-1648,2026-09-02,Track Pants,Clothing,1,2985.19,1966.48,15,West,Debit Card
TXN-1638,2026-09-03,Shampoo 500ml,Beauty & Personal Care,1,882.77,455.49,5,North,Credit Card
TXN-1823,2026-09-03,Water Bottle 1L,Home & Kitchen,2,902.04,613.76,5,North,Cash
TXN-1795,2026-09-03,Non-Stick Pan,Home & Kitchen,1,354.69,223.29,25,South,Net Banking
TXN-1704,2026-09-03,Wireless Earbuds,Electronics,1,14726.32,12004.03,0,West,Net Banking
TXN-1836,2026-09-03,Chopping Board,Home & Kitchen,5,2569.64,1979.65,0,South,Cash
TXN-1747,2026-09-03,Face Wash,Beauty & Personal Care,1,1039.46,415.99,0,East,Credit Card
TXN-1729,2026-09-03,Webcam HD,Electronics,1,14194.05,9630.92,0,North,UPI
TXN-1659,2026-09-03,Football,Sports & Fitness,5,393.11,228.85,0,North,Net Banking
TXN-1844,2026-09-04,Football,Sports & Fitness,1,2566.34,1951.5,0,West,Credit Card
TXN-1632,2026-09-04,Wall Clock,Home & Kitchen,4,2711.82,1881.02,5,North,UPI
TXN-1830,2026-09-04,Gym Gloves,Sports & Fitness,1,4376.58,2701.41,15,North,UPI
TXN-1832,2026-09-04,Face Mask Pack,Beauty & Personal Care,1,188.2,91.05,20,South,UPI
TXN-1774,2026-09-04,Hair Serum,Beauty & Personal Care,1,1475.44,939.46,0,East,Net Banking
TXN-1702,2026-09-04,Cotton T-Shirt,Clothing,1,717.71,521.6,0,North,Credit Card
TXN-1709,2026-09-05,Kurta Set,Clothing,1,993.27,473.41,5,South,Credit Card
TXN-1759,2026-09-05,Pen Set Premium,Books & Stationery,5,148.23,99.88,10,South,Net Banking
TXN-1781,2026-09-05,Beard Oil,Beauty & Personal Care,2,600.26,235.04,15,North,Credit Card
TXN-1731,2026-09-05,Portable Monitor,Electronics,1,11511.76,9593.05,5,West,Net Banking
TXN-1790,2026-09-05,Sketch Pad,Books & Stationery,1,589.79,620.55,0,North,Debit Card
TXN-1817,2026-09-05,Wireless Earbuds,Electronics,3,15369.32,11131.93,20,South,Credit Card
TXN-1660,2026-09-05,Planner 2024,Books & Stationery,1,777.34,562.86,5,East,UPI
TXN-1667,2026-09-05,Phone Stand,Electronics,2,7982.72,6275.19,0,North,Net Banking
TXN-1814,2026-09-05,Skipping Rope,Sports & Fitness,2,3732.06,2597.91,20,North,UPI
TXN-1805,2026-09-05,Wall Clock,Home & Kitchen,2,1842.37,1032.74,0,North,Credit Card
TXN-1772,2026-09-06,Cargo Pants,Clothing,4,1674.69,1163.65,0,South,Credit Card
TXN-1693,2026-09-06,Webcam HD,Electronics,1,3810.25,3454.96,0,West,Debit Card
TXN-1818,2026-09-06,Hoodie,Clothing,2,518.13,321.16,0,East,Cash
TXN-1675,2026-09-06,Cotton T-Shirt,Clothing,5,1892.22,1387.47,10,West,Credit Card
TXN-1776,2026-09-06,Cargo Pants,Clothing,3,1241.39,645.05,10,West,Credit Card
TXN-1665,2026-09-07,Portable Monitor,Electronics,2,14255.55,11260.58,0,South,Cash
TXN-1764,2026-09-07,Notebook Set,Books & Stationery,1,518.29,561.61,15,North,Net Banking
TXN-1822,2026-09-07,Hoodie,Clothing,2,2757.49,1693.6,10,South,Credit Card
TXN-1730,2026-09-07,Non-Stick Pan,Home & Kitchen,5,1378.45,756.1,5,South,Credit Card
TXN-1705,2026-09-07,Sports Shoes,Sports & Fitness,1,3907.13,3009.89,20,West,Credit Card
TXN-1840,2026-09-07,Winter Jacket,Clothing,4,1943.17,934.08,0,North,UPI
TXN-1800,2026-09-07,Face Wash,Beauty & Personal Care,1,1201.16,602.54,0,West,Debit Card
TXN-1829,2026-09-07,Formal Shirt,Clothing,2,890.65,496.53,5,South,Debit Card
TXN-1820,2026-09-07,Cricket Bat,Sports & Fitness,2,4339.27,2814.24,0,South,UPI
TXN-1636,2026-09-08,Face Wash,Beauty & Personal Care,1,680.81,302.74,0,West,Credit Card
TXN-1793,2026-09-08,Polo T-Shirt,Clothing,4,3252.43,1559.21,15,North,UPI
TXN-1769,2026-09-08,Kurta Set,Clothing,2,1438.94,852.38,10,East,UPI
TXN-1686,2026-09-08,Bedsheet Set,Home & Kitchen,1,1380.68,855.67,0,West,Credit Card
TXN-1827,2026-09-09,Non-Stick Pan,Home & Kitchen,1,1085.56,655.33,0,South,Debit Card
TXN-1766,2026-09-09,Planner 2024,Books & Stationery,1,109.04,80.28,0,South,UPI
TXN-1838,2026-09-09,Webcam HD,Electronics,3,14807.34,11952.43,0,East,Credit Card
TXN-1753,2026-09-09,Yoga Mat,Sports & Fitness,2,3129.43,2449.0,5,North,Cash
TXN-1737,2026-09-09,Gaming Mouse,Electronics,4,4557.99,3908.43,0,East,Credit Card
TXN-1711,2026-09-09,Hair Serum,Beauty & Personal Care,3,788.48,343.45,25,South,UPI
TXN-1758,2026-09-09,LED Desk Lamp,Home & Kitchen,1,2920.06,2009.85,0,East,UPI
TXN-1630,2026-09-09,Mechanical Keyboard,Electronics,4,6947.69,5353.19,10,South,Credit Card
TXN-1642,2026-09-09,Gym Gloves,Sports & Fitness,1,2587.1,1465.93,5,South,Debit Card
TXN-1695,2026-09-09,Beard Oil,Beauty & Personal Care,1,181.45,85.71,5,East,UPI
TXN-1842,2026-09-09,Sketch Pad,Books & Stationery,1,127.15,136.07,0,West,Net Banking
TXN-1798,2026-09-09,Kurta Set,Clothing,1,3157.37,1872.01,0,South,Debit Card
TXN-1791,2026-09-09,Mechanical Keyboard,Electronics,4,14946.03,9987.6,0,East,Credit Card
TXN-1683,2026-09-09,Webcam HD,Electronics,2,14350.4,13173.68,0,West,Credit Card
TXN-1792,2026-09-09,Gaming Mouse,Electronics,1,8752.12,7607.34,0,East,Cash
TXN-1698,2026-09-10,Football,Sports & Fitness,1,3593.9,2968.82,5,South,Credit Card
TXN-1740,2026-09-10,Bluetooth Speaker,Electronics,1,8031.11,5971.43,0,West,Debit Card
TXN-1749,2026-09-10,Cargo Pants,Clothing,1,976.75,538.9,0,West,Cash
TXN-1725,2026-09-10,Portable Monitor,Electronics,5,15931.6,12066.49,0,South,Credit Card
TXN-1723,2026-09-10,Formal Shirt,Clothing,1,614.7,369.49,0,South,UPI
TXN-1678,2026-09-10,Cotton T-Shirt,Clothing,2,2597.28,1881.92,5,West,Net Banking
TXN-1784,2026-09-10,Sunscreen SPF50,Beauty & Personal Care,1,822.04,323.49,10,West,UPI
TXN-1839,2026-09-10,Power Bank 20000mAh,Electronics,1,7502.73,6185.66,5,South,Cash
TXN-1734,2026-09-10,Polo T-Shirt,Clothing,1,3360.39,2218.17,10,North,UPI
TXN-1706,2026-09-10,Gym Gloves,Sports & Fitness,1,1523.43,1134.63,5,East,UPI
TXN-1688,2026-09-11,Self-Help Book,Books & Stationery,1,356.95,291.06,5,North,UPI
TXN-1680,2026-09-11,Planner 2024,Books & Stationery,1,737.55,764.4,0,South,UPI
TXN-1716,2026-09-11,Linen Shirt,Clothing,1,2826.25,1868.12,0,North,UPI
TXN-1773,2026-09-11,Wireless Earbuds,Electronics,1,2937.57,2528.33,0,East,Net Banking
TXN-1672,2026-09-11,Sports Shoes,Sports & Fitness,1,2237.26,1810.7,0,North,UPI
TXN-1637,2026-09-11,Bedsheet Set,Home & Kitchen,1,2448.29,1482.99,0,North,Credit Card
TXN-1654,2026-09-12,Hoodie,Clothing,1,3325.94,2325.12,0,West,Net Banking
TXN-1657,2026-09-12,Polo T-Shirt,Clothing,1,3153.64,2056.74,0,West,Net Banking
TXN-1782,2026-09-12,Winter Jacket,Clothing,1,3186.18,1698.42,0,South,Credit Card
TXN-1684,2026-09-12,Chopping Board,Home & Kitchen,1,531.76,305.07,0,South,UPI
TXN-1644,2026-09-12,Cushion Covers,Home & Kitchen,2,2806.46,1780.63,0,North,Cash
TXN-1755,2026-09-12,Kurta Set,Clothing,5,2093.44,1514.64,15,South,Debit Card
TXN-1751,2026-09-12,LED Desk Lamp,Home & Kitchen,5,570.4,352.69,0,South,Cash
TXN-1748,2026-09-13,Sketch Pad,Books & Stationery,1,664.22,478.07,20,West,Debit Card
TXN-1801,2026-09-13,Planner 2024,Books & Stationery,1,177.42,183.87,25,South,Credit Card
TXN-1811,2026-09-13,Cotton T-Shirt,Clothing,1,3175.8,2202.57,0,North,Credit Card
TXN-1756,2026-09-13,Smart Watch,Electronics,1,7518.98,5587.26,0,North,Cash
TXN-1777,2026-09-13,Bedsheet Set,Home & Kitchen,2,2562.6,1529.47,0,North,Net Banking
TXN-1779,2026-09-13,USB-C Hub,Electronics,2,2620.58,1788.8,0,South,Credit Card
TXN-1687,2026-09-13,Track Pants,Clothing,3,1320.06,868.94,10,South,UPI
TXN-1670,2026-09-13,Sunscreen SPF50,Beauty & Personal Care,1,1362.68,905.13,15,North,Net Banking
TXN-1673,2026-09-13,Yoga Mat,Sports & Fitness,1,4703.22,3097.02,0,East,UPI
TXN-1635,2026-09-13,Portable Monitor,Electronics,1,14521.97,12278.25,0,South,Cash
TXN-1767,2026-09-14,Kurta Set,Clothing,1,2573.85,1375.52,0,South,Cash
TXN-1787,2026-09-14,Cricket Bat,Sports & Fitness,1,3198.02,2459.88,0,East,Net Banking
TXN-1671,2026-09-14,Sketch Pad,Books & Stationery,1,745.13,749.53,0,West,Cash
TXN-1762,2026-09-14,Notebook Set,Books & Stationery,1,130.95,89.36,0,South,UPI
TXN-1789,2026-09-14,Self-Help Book,Books & Stationery,1,141.07,116.35,0,South,UPI
TXN-1757,2026-09-14,Kurta Set,Clothing,1,1639.46,789.86,0,North,Credit Card
TXN-1841,2026-09-14,Linen Shirt,Clothing,1,3293.61,1689.64,0,South,Debit Card
TXN-1786,2026-09-14,Self-Help Book,Books & Stationery,2,137.9,105.11,20,North,Cash
TXN-1824,2026-09-14,Kurta Set,Clothing,1,2713.91,1577.32,0,South,UPI
TXN-1796,2026-09-14,Power Bank 20000mAh,Electronics,1,13862.22,9502.75,0,West,Cash
TXN-1712,2026-09-15,Storage Container Set,Home & Kitchen,4,743.58,517.37,0,South,UPI
TXN-1743,2026-09-15,Linen Shirt,Clothing,1,827.06,587.47,0,West,Cash
TXN-1732,2026-09-15,Planner 2024,Books & Stationery,1,316.51,267.49,10,West,Cash
TXN-1745,2026-09-15,Resistance Bands,Sports & Fitness,1,920.66,665.58,0,East,Cash
TXN-1668,2026-09-15,Yoga Mat,Sports & Fitness,2,2263.97,1529.57,0,North,Net Banking
TXN-1682,2026-09-15,Highlighter Set,Books & Stationery,4,409.32,319.59,0,North,Credit Card
TXN-1768,2026-09-15,Bluetooth Speaker,Electronics,1,4286.06,3196.6,20,East,UPI
TXN-1834,2026-09-16,Chopping Board,Home & Kitchen,1,1304.24,996.77,0,North,Credit Card
TXN-1812,2026-09-16,Webcam HD,Electronics,2,1968.04,1701.62,10,South,UPI
TXN-1724,2026-09-16,Power Bank 20000mAh,Electronics,5,14758.2,10478.4,0,South,Credit Card
TXN-1744,2026-09-16,Hoodie,Clothing,1,1553.65,951.94,0,West,Debit Card
